"","x"
"1",0.0185872316815203
"2",-0.00194055765498935
"3",-0.0564879246827671
"4",-0.0135213304410701
"5",-0.0375284028439493
"6",-0.00350316045998015
"7",0.0296140619029422
"8",-0.0287251809241047
"9",0.0301478736005503
"10",-0.00181750741839761
"11",-0.00449630262717856
"12",-0.0247480403135498
"13",-0.00673632640563396
"14",-0.00427729181919774
"15",0.018498452012384
"16",0.0257618360057754
"17",-0.00811231293524958
"18",0.0259551107293573
"19",-0.0261357018054747
"20",0.00355087089780963
"21",-0.00648068829379118
"22",-0.0023617619493909
"23",0.0202540207425222
"24",0.0232772273581084
"25",0.00734261958751744
"26",-0.00242969950334076
"27",-0.00870375013431721
"28",0.0216071686659923
"29",-0.0400367829100941
"30",-0.019195343010832
"31",0.0096915968596222
"32",0.00472487815766951
"33",-0.0267347996741465
"34",0.00117942474509216
"35",0.0127683830514915
"36",0.00210123447525425
"37",0.000561650503613306
"38",-0.0313599281490907
"39",-0.011358368103848
"40",0.00562719812426737
"41",-0.03345768244346
"42",0.0250874442166204
"43",-0.013923206651763
"44",0.0131652215416434
"45",0.0280689357358772
"46",0.0202382770734688
"47",-0.00864585672580289
"48",0.0104957148789973
"49",0.00298897814309726
"50",0.00253306016017886
"51",0.0425444952253558
"52",0.00135433744386629
"53",0.0125996583143508
"54",0.0327943760984183
"55",0.00758942245516123
"56",-0.0420522866986422
"57",0.0143859525404604
"58",0.0175536167402413
"59",0.0410944865751178
"60",0.0117793746103619
"61",0.0255545466338047
"62",-0.000885403491019438
"63",0.00974806937587036
"64",0.0324097291875628
"65",-0.0340639990284778
"66",0.00449459391501134
"67",-0.00384868112268848
"68",0.0012250282698832
"69",-0.0134274509803922
"70",0.0326263236556746
"71",0.0168447633418534
"72",-0.00466384009691107
"73",-0.0320087628552303
"74",0.0310869428553466
"75",0.00573118312349488
"76",0.0415870995119881
"77",0.0181008643017199
"78",-0.0133199942832643
"79",0.00434543294996954
"80",-0.0169027084715451
"81",-0.0142593081594929
"82",0.036134178646903
"83",-0.00611875556576947
"84",-0.0153188045551766
"85",0.0282669954209229
"86",0.140247209614342
"87",0.0114910875225314
"88",-0.0103705170408137
"89",-0.0150060024009604
"90",0.011476741824091
"91",-0.00125514609900585
"92",-0.0222691398984568
"93",0.0385861182519281
"94",0.00450483898913381
"95",0.0253800852573738
"96",0.0189123591185447
"97",-0.00429245283018856
"98",0.00461888294092551
"99",0.00610661825383728
"100",0.0052727784026997
"101",-0.0325197566263374
"102",0.0223121777263745
"103",0.024747808051287
"104",-0.00135700814204896
"105",-0.0122296690389
"106",-0.0201221786980041
"107",0.0112790005948841
"108",-0.0334596108143722
"109",-0.0191834846751223
