"","x"
"1",-0.000493153666913203
"2",-0.00162362797113904
"3",-0.000173186429531809
"4",0.0019136143415448
"5",-0.000250937109607757
"6",-0.000608407669650323
"7",-0.0021678445972412
"8",0.00310269648189438
"9",0.00168398841824004
"10",-0.00132461042740515
"11",-0.000443298759805034
"12",0.000690635608291228
"13",0.00152945111099844
"14",0.000353715723072057
"15",-4.48671826431405e-05
"16",3.36121431448931e-05
"17",0.00244600367892129
"18",0.00133940011510477
"19",0.000430916964773045
"20",0.00104020046188669
"21",0.00191708502887781
"22",0.00224464474490164
"23",-1.7236768361413e-05
"24",3.84471967756071e-05
"25",0.0016942844361374
"26",0.00129424275885683
"27",-0.00183058746081477
"28",-0.000286890319114495
"29",0.000285175957367421
"30",0.000251119800983265
"31",-0.00135999576851591
"32",-0.000384557531595667
"33",0.00197084301485084
"34",0.000545022818093294
"35",0.000684779043692313
"36",-0.000163868258662489
"37",0.00125623030950637
"38",0.000702594651413696
"39",0.000541108855667958
"40",-0.000255130891430923
"41",0.00056943424698798
"42",0.00137499377832568
"43",0.000685715049697147
"44",0.000944099455888215
"45",0.00038952679171352
"46",0.000187757839382505
"47",0.00066398923540423
"48",0.000342418035082843
"49",0.000445646663562857
"50",-0.000600699510124705
"51",0.000262346358014213
"52",0.00141066643467783
"53",0.000691982091469929
"54",8.64019659731278e-05
"55",-0.000820935153614728
"56",0.000711367253631237
"57",0.00138978360566123
"58",4.66003084549414e-05
"59",0.000194677704099068
"60",0.000277399114101239
"61",0.000586383905402462
"62",0.00118871084225951
"63",0.000357536375633746
"64",0.00077653965147328
"65",0.000182095494013695
"66",4.70397210872647e-05
"67",0.000547797175937075
"68",0.000996904404254263
"69",0.00188858319107005
"70",0.000684331976616782
"71",0.000111320654819238
"72",0.000476325521330263
"73",0.00179059911710395
"74",0.00183145062130853
"75",-0.00135869402443187
"76",0.000481473629517759
"77",-2.95824519138584e-05
"78",0.00151137651877449
"79",0.00056045277913249
"80",-0.00127744477659791
"81",0.00158732197846405
"82",0.000144544784460382
"83",-0.000278297890205144
"84",0.00062060309171172
"85",0.00072121075319033
"86",0.000420312015370601
"87",0.0019956275013669
"88",0.000264265286813248
"89",-2.34385313506774e-05
"90",0.000386673445004631
"91",0.000981372572571211
"92",0.00270835073918305
"93",0.000736083789252423
"94",0.000171094524793765
"95",0.00112647179024234
"96",0.000240861316744744
"97",0.000338987974087928
"98",0.00120640833091548
"99",-0.00167168791995
"100",0.000675561664143848
"101",-0.000635886340157709
"102",0.000553969423121712
"103",0.002260309769362
"104",-0.00072988874678916
"105",0.000853164497061839
"106",-0.000203270651003804
